Disease,Section,Content,URL
Migraine and other headache disorders,Types of headache disorders,"CH is relatively uncommon affecting fewer than 1 in 1000 adults, affecting six men to each woman. Most people developing CH are in their 20s or older. CH has episodic and chronic forms.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,Types of headache disorders,Medication-overuse headaches (MOH) are caused by chronic and excessive use of medication to treat headache. MOH is the most common secondary headache disorder.,https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,Types of headache disorders,"It may affect up to 5% of some populations, women more than men. MOH occurs by definition on more days than not, is oppressive, persistent and often at its worst on awakening.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,Social and economic burden,"Migraines and other headaches can affect people's ability to work, through decreased productivity, and interpersonal relationships. Often people continue to try to work despite the debilitating symptoms that can occur. Headache-related productivity loss may affect people's careers and/or security, financial situation, relationships, and mental health. It also causes economic loss to companies and society.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,Treatment,"Many of those troubled by headaches do not receive effective diagnosis and care. Appropriate treatment of headache disorders requires training of health professionals, accurate diagnosis and recognition of the conditions, appropriate treatment with cost-effective medications, simple lifestyle modifications and patient education. The main classes of drugs to treat headache disorders include analgesics, anti-emetics, specific anti-migraine medications and prophylactic medications. For migraine treatment, analgesics need to be taken at the first sign of symptoms (such as visual aura) to prevent the associated headache. Simple interventions to educate people on medication overuse headaches, migraine triggers and lifestyle modifications are highly effective. Restricting or eliminatingalcohol, regular sleep and exercise schedules,healthy diets, staying hydrated and using a headache calendar to identify other triggers are often all that is needed to provide relief.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,Barriers to effective care,"Lack of knowledge among health care providers is the principal clinical barrier. Many people with headache disorders are not diagnosed and treated. In many countries medications, such as sumatriptan for migraines, are not available.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,Barriers to effective care,"Poor awareness extends to the general public. Headache disorders are not perceived by the public as serious since they are mostly episodic, do not cause death and are not contagious. The low consultation rates in developed countries may indicate that many affected people are unaware that effective treatments exist. Half of people with headache disorders are estimated to be self-treating.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,Barriers to effective care,"Many governments, seeking to constrain health care costs, do not acknowledge the substantial burden of headache on society. They might not recognize that the direct costs of treating headache are small in comparison with the huge indirect cost savings that might be made (e.g., by reducing lost working days) if resources were allocated to treat headache disorders appropriately.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,WHO response,"These evident burdens call for action. WHO recognizes this and partners with multiple nongovernmental organizations to address headache. WHO published theAtlas of headache disordersin 2011, describing the burden due to headache disorders and resources available to reduce them.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,WHO response,"In May 2022, the World Health Assembly endorsed theIntersectoral global action plan on epilepsy and other neurological disorders 2022–2031. The action plan addresses the challenges and gaps in providing care and services for people with epilepsy and other neurological disorders such as headache disorders that exist worldwide and ensure a comprehensive, coordinated response across sectors. This includes raising policy prioritization and strengthening governance, providing effective, timely and responsive diagnosis, treatment and care, implementing strategies for promotion and prevention, fostering research and innovation and strengthening information systems.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Migraine and other headache disorders,WHO response,"The24thWHO Model List of Essential Medicinespresents a list of minimum medicine needs for headache disorders required for a basic health-care system, listing the most efficacious, safe and cost–effective medicines for priority conditions.",https://www.who.int/news-room/fact-sheets/detail/headache-disorders
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"While some countries have made impressive gains in achieving health-related targets, others are falling behind. Often the countries making the least progress are those affected by high levels of HIV/AIDS, economic hardship or conflict.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"Undernutrition which includes fetal growth restriction, stunting, wasting and deficiencies of vitamin A and zinc, along with suboptimal breastfeeding; is the underlying cause of death in an estimated 45% of all deaths among children under 5 years of age. The proportion of underweight children in developing countries has declined from 28% to 17% between 1990 and 2013. This rate of progress is close to the rate required to meet the MDG target, however improvements have been unevenly distributed between and within different regions.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"Globally, significant progress has been made in reducing mortality in children under 5 years of age. In 2013, 6.3 million children under 5 died, compared with 12.7 million in 1990. Between 1990 and 2013, under-5 mortality declined by 49%, from an estimated rate of 90 deaths per 1000 live births to 46. The global rate of decline has also accelerated in recent years – from 1.2% per annum during 1990–1995 to 4.0% during 2005–2013. Despite this improvement, the world is unlikely to achieve the MDG target of a two-thirds reduction in 1990 mortality levels by the year 2015.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"More countries are now achieving high levels of immunization coverage; in 2013, 66% of Member States reached at least 90% coverage. In 2013, global measles immunization coverage was 84% among children aged 12–23 months. During 2000–2013, estimated measles deaths decreased by 74% from 481 000 to 124 000.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,Despite a significant reduction in the number of maternal deaths – from an estimated 523 000 in 1990 to 289 000 in 2013 – the rate of decline is less than half of what is needed to achieve the MDG target of a three quarters reduction in the mortality ratio between 1990 and 2015.,https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"To reduce the number of maternal deaths, women need access to good-quality reproductive health care and effective interventions. In 2012, 64% of women aged 15–49 years who were married or in a consensual union were using some form of contraception, while 12% wanted to stop or postpone childbearing but were not using contraception.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"The proportion of women receiving antenatal care at least once during pregnancy was about 83% for the period 2007–2014, but for the recommended minimum of 4 or more visits the corresponding figure drops to around 64%.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"The proportion of births attended by skilled personnel – crucial for reducing perinatal, neonatal and maternal deaths – is above 90% in 3 of the 6 WHO regions. However, increased coverage is needed in certain regions, such as the WHO African Region where the figure was still only 51%.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"In 2013 an estimated 2.1 million people were newly infected with HIV – down from 3.4 million in 2001. By the end of 2013 about 12.9 million people were receiving antiretroviral therapy (ART) globally. Of these, 11.7 million lived in low- and middle-income countries, representing 36% of the estimated 32.6 million people living with HIV in these countries. Should current trends continue the target of placing 15 million people on ART by 2015 will be exceeded.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,The decrease in the number of those newly infected along with the increased availability of ART have contributed to a major decline in HIV mortality levels – from 2.4 million people in 2005 to an estimated 1.5 million in 2013. As fewer people die from AIDS-related causes the number of people living with HIV is likely to continue to grow.,https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"About half the world’s population is at risk of malaria, and an estimated 198 million cases in 2013 led to approximately 584 000 deaths – most of these in children under the age of 5 living in Africa.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"During the period 2000–2013, malaria incidence and mortality rates of population at risk have both fallen globally, 30% and 47% respectively.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"The coverage of interventions such as the distribution of insecticide-treated nets and indoor residual spraying has greatly increased, and will need to be sustained in order to prevent the resurgence of disease and deaths caused by malaria. Globally, the MDG target of halting by 2015 and beginning to reverse the incidence of malaria has already been met.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"The annual global number of new cases of tuberculosis has been slowly falling for a decade thus achieving MDG target 6.C to reverse the spread of the disease by 2015. In 2013, there were an estimated 9 million new cases and 1.5 million deaths (including 360 000 deaths among HIV-positive people).",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"Globally, treatment success rates have been sustained at high levels since 2007, at or above the target of 85%. However, multi-drug resistant tuberculosis (MDR-TB), which emerged primarily as a result of inadequate treatment, continues to pose problems.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,MDG Target 6.C also includes neglected tropical diseases – a medically diverse group of infectious conditions caused by a variety of pathogens.,https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"In 2013 only 6314 cases of human African trypanosomiasis were reported, representing the lowest levels of recorded cases in 50 years. This disease is now targeted for elimination as a public health problem by 2020. Dracunculiasis is also on the verge of eradication with an historic low of 126 cases reported in 2014 and an ongoing WHO target of interrupting its transmission by the end of 2015.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"Plans to eliminate leprosy as a public health problem worldwide by 2020 have also been prepared and are being implemented. The elimination of visceral leishmaniasis as a public health problem in the Indian subcontinent by 2020 is on track with a greater than 75% reduction in incident cases recorded since the launch of the programme in 2005. In the case of lymphatic filariasis, more than 5 billion treatments have been delivered since 2000 to stop its spread and of the 73 known endemic countries 39 are on track to achieve its elimination as a public health problem by 2020.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"The world has now met the MDG target relating to access to safe drinking-water. In 2012, 90% of the population used an improved source of drinking-water compared with 76% in 1990. Progress has however been uneven across different regions, between urban and rural areas, and between rich and poor.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"With regard to basic sanitation, current rates of progress are too slow for the MDG target to be met globally. In 2012, 2.5 billion people did not have access to improved sanitation facilities, with 1 billion these people still practicing open defecation. The number of people living in urban areas without access to improved sanitation is increasing because of rapid growth in the size of urban populations.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"Many people continue to face a scarcity of medicines in the public sector, forcing them to the private sector where prices can be substantially higher. Surveys undertaken from 2007-2013 show the average availability of selected generic medicines in 21 low- and middle-income countries was only 55% in the public sector.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),Progress report on the health-related MDGs,"Even the lowest-priced generics can put common treatments beyond the reach of low-income households in developing countries. The greatest price is paid by patients suffering chronic diseases. Effective treatments for the majority of the global chronic disease burden exist, yet universal access remains out-of-reach.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),WHO response,WHO works with partners to support national efforts to achieve the health-related MDGs. WHO’s activities include:,https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),WHO response,setting prevention and treatment guidelines and other global norms and standards;,https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),WHO response,providing technical support to countries to implement guidelines;,https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),WHO response,analysing social and economic factors and highlighting the broader risks and opportunities for health.,https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Millennium Development Goals (MDGs),WHO response,"WHO assists national authorities as they develop health policies and plans, and helps governments work with development partners to align external assistance with domestic priorities. WHO also collects and disseminates data on health so countries can plan health spending and track progress.",https://www.who.int/news-room/fact-sheets/detail/millennium-development-goals-(mdgs)
Mpox,Key facts,"Mpox, previously known as monkeypox, is a viral illness caused by the monkeypox virus, a species of the genusOrthopoxvirus. There are two distinct clades of the virus: clade I (with subclades Ia and Ib) and clade II (with subclades IIa and IIb). In 2022–2023 a global outbreak of mpox was caused by the clade IIb strain.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Key facts,"Mpox continues to be a threat today, and an upsurge of cases in the Democratic Republic of the Congo and other countries caused by clades Ia and Ib has raised concern.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Key facts,There are vaccines for mpox. Vaccination should be considered along with other public health interventions.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Key facts,"Common symptoms of mpox are a skin rash or mucosal lesions which can last 2–4 weeks accompanied by fever, headache, muscle aches, back pain, low energy and swollen lymph nodes.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Key facts,"Mpox can be transmitted through close contact with someone who has mpox, with contaminated materials, or with infected animals. During pregnancy, the virus may be passed to the fetus, or to the newborn during or after birth.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Key facts,"Mpox is treated with supportive care for symptoms such as pain and fever, with close attention to nutrition, hydration, skin care, prevention of secondary infections and treatment of co-infections, including HIV where present.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Overview,"Mpox is an infectious disease that can cause a painful rash, enlarged lymph nodes, fever, headache, muscle ache, back pain and low energy. Most people fully recover, but some get very sick.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Overview,"Mpox is caused by the monkeypox virus (MPXV). It is an enveloped double-stranded DNA virus of theOrthopoxvirusgenus in thePoxviridaefamily, which includes variola, cowpox, vaccinia and other viruses. There are two distinct clades of the virus: clade I (with subclades Ia and Ib) and clade II (with subclades IIa and IIb).",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Overview,"A global outbreak of clade IIb began in 2022 and continues to this day, including in some African countries. There are also growing outbreaks of clades Ia and Ib affecting the Democratic Republic of the Congo and other countries in Africa. As of August 2024, clade Ib has also been detected beyond Africa.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Overview,"The natural reservoir of the virus is unknown, but various small mammals such as squirrels and monkeys are susceptible.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Transmission,"Mpox spreads from person to person mainly through close contact with someone who has mpox, including members of a household. Close contact includes skin-to-skin (such as touching or sex) and mouth-to-mouth or mouth-to-skin contact (such as kissing), and it can also include being face-to-face with someone who has mpox (such as talking or breathing close to one another, which can generate infectious respiratory particles).",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Transmission,People with multiple sexual partners are at higher risk of acquiring mpox.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Transmission,"People can also contract mpox from contaminated objects such as clothing or linen, through needle injuries in health care, or in community settings such as tattoo parlours.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Transmission,"During pregnancy or birth, the virus may be passed to the baby. Contracting mpox during pregnancy can be dangerous for the fetus or newborn infant and can lead to loss of the pregnancy, stillbirth, death of the newborn, or complications for the parent.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Transmission,"Animal-to-human transmission of mpox occurs from infected animals to humans from bites or scratches, or during activities such as hunting, skinning, trapping, cooking, playing with carcasses or eating animals.The animal reservoir of the monkeypox virus remains unknown and further studies are underway.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Transmission,More research is needed on how mpox spreads during outbreaks in different settings and under different conditions.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,Mpox causes signs and symptoms which usually begin within a week but can start 1–21 days after exposure. Symptoms typically last 2–4 weeks but may last longer in someone with a weakened immune system.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,"For some people, the first symptom of mpox is a rash, while others may have fever, muscle aches or sore throat first.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,"The mpox rash often begins on the face and spreads over the body, extending to the palms of the hands and soles of the feet. It can also start on other parts of the body where contact was made, such as the genitals. It starts as a flat sore, which develops into a blister filled with liquid that may be itchy or painful. As the rash heals, the lesions dry up, crust over and fall off.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,Some people may have one or a few skin lesions and others have hundreds or more. These can appear anywhere on the body including:,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,Some people also have painful swelling of their rectum (proctitis) or pain and difficulty when peeing (dysuria) or when swallowing.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,"People with mpox can pass the disease on to others until all sores have healed and a new layer of skin has formed. Some people can be infected without developing any symptoms. Although getting mpox from someone who is asymptomatic (not showing symptoms) has been reported, information is still limited on how common it is.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,"Children, pregnant people and people with weak immune systems, including people living with HIV that is not well controlled, are at higher risk for serious illness and death due to complications from mpox.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Signs and symptoms,"Some people with mpox become very sick. For example, the skin can become infected with bacteria, leading to abscesses or serious skin damage. Other complications include pneumonia; corneal infection with loss of vision; pain or difficulty swallowing; vomiting and diarrhoea causing dehydration or malnutrition; and infections of the blood (sepsis), brain (encephalitis), heart (myocarditis), rectum (proctitis), genital organs (balanitis) or urinary passages (urethritis). Mpox can be fatal in some cases.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Diagnosis,"Identifying mpox can be difficult because other infections and conditions can look similar. It is important to distinguish mpox from chickenpox, measles, bacterial skin infections, scabies, herpes, syphilis, other sexually transmitted infections, and medication-associated allergies. Someone with mpox may also have another sexually transmitted infection at the same time, such as syphilis or herpes. Alternatively, a child with suspected mpox may also have chickenpox. For these reasons, testing is key for people to get care as early as possible and prevent severe illness and further spread.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Diagnosis,"The preferred laboratory test for mpox is detection of viral DNA by polymerase chain reaction (PCR). The best diagnostic specimens are taken directly from the rash – skin, fluid or crusts – collected by vigorous swabbing. In the absence of skin lesions, testing can be done using swabs of the throat or anus. Testing blood is not recommended. Antibody detection methods may not be useful as they do not distinguish between different orthopoxviruses.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Diagnosis,"HIV testing should be offered to adults with mpox, and children as appropriate. Diagnostic tests for other conditions should be considered where feasible, for example, varicella zoster virus (VZV), syphilis and herpes.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,"The goal of treating mpox is to take care of the rash, manage pain and prevent complications. Early and supportive care is important to help manage symptoms and avoid further problems.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,"Getting an mpox vaccine can help prevent infection (pre-exposure prophylaxis). It is recommended for people at high-risk of getting mpox, especially during an outbreak.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,Groups that may be at high risk of mpox include:,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,health and care workers at risk of exposure;,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,"people in the same household or close community as someone who has mpox, including children;",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,"people who have multiple sex partners, including men who have sex with men; and",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,sex workers of any gender and their clients.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,"The vaccine can also be administered after a person has been in contact with someone who has mpox (post-exposure prophylaxis). In these cases, the vaccine should be given less than 4 days after contact with someone who has mpox. The vaccine can be given for up to 14 days if the person has not developed symptoms.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,"Some antivirals have received emergency use authorization in some countries and are being evaluated in clinical trials. To date, there is no proven effective antiviral treatment for mpox. It is a priority to continue evaluation of therapeutics in robust clinical trials and to focus on optimizing supportive care for patients.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Treatment and vaccination,Individuals with HIV and mpox should continue taking their antiretroviral therapy (ART). ART should be initiated within 7 days of diagnosis of HIV.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,Most people with mpox will recover within 2–4 weeks. Things to do to help the symptoms and prevent transmitting mpox to others:,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,contact your health care provider for advice;,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,"stay at home and in your own, well-ventilated room if possible;",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,"wash hands often with soap and water or hand sanitizer, especially before or after touching sores;",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,wear a mask and cover lesions when around other people until your rash heals;,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,keep skin dry and uncovered (unless in a room with someone else);,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,avoid touching items in shared spaces and disinfect shared spaces frequently;,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,use saltwater rinses for sores in the mouth;,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,take warm baths with baking soda or Epsom salts for body sores; and,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,take over-the-counter medications for pain like paracetamol (acetaminophen) or ibuprofen.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,"pop blisters or scratch sores, which can slow healing, spread the rash to other parts of the body, and cause sores to become infected; or",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,shave areas with sores until scabs have healed and you have new skin underneath (this can spread the rash to other parts of the body).,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,"To prevent spread of mpox to others, people with mpox should isolate at home following guidance from their health care provider, or in hospital if needed, for the duration of the infectious period (from onset of symptoms until lesions have healed and scabs fall off). Covering lesions and wearing a well-fitting mask when in the presence of others may help prevent spread. Using condoms during sex will help reduce the risk of getting mpox but will not prevent spread from skin-to-skin or mouth-to-skin contact. If having sex, use condoms as a precaution for 12 weeks (about 3 months) after you have recovered.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,Taking a break from sexual activity with new partners during periods of increased transmission can reduce the risk of getting mpox. Those who have had contact with someone with mpox should monitor for signs and symptoms for 21 days (3 weeks) and take precautions such as avoiding sexual activity during this period.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Self-care and prevention,"Health workers should follow infection prevention and control measures to protect themselves while caring for patients with mpox by wearing appropriate personal protective equipment (PPE) (i.e. gloves, gown, eye protection and respirator) and adhering to protocol for safely swabbing lesions for diagnostic testing and handling sharp objects such as needles.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Outbreaks,"The monkeypox virus was discovered in Denmark (1958) in monkeys kept for research. The first reported human case of mpox was a nine-month-old boy in the Democratic Republic of the Congo (1970). Following the eradication of smallpox in 1980 and the end of smallpox vaccination worldwide, mpox steadily emerged in central, east and west Africa. Since then, mpox has been reported sporadically in central and east Africa (clade I) and west Africa (clade II). In 2003, an outbreak in the United States of America was linked to imported wild animals (clade II). Since 2005, thousands of cases are reported in the Democratic Republic of the Congo every year. In 2017, mpox re-emerged in Nigeria and continues to spread between people across the country and in travellers to other destinations.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Outbreaks,Data on suspected and confirmed cases reported up to 2021 are availablehereand data on laboratory confirmed cases from 2022 until today are availablehere.,https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Outbreaks,"In May 2022, an outbreak of mpox appeared suddenly and rapidly spread across Europe, the Americas and then all six WHO regions. The global outbreak has affected primarily (but not only) gay, bisexual, and other men who have sex with men and has spread person-to-person through sexual networks. More information on the global outbreak is availablehere, including information oncommunity responsesto control the outbreak.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Outbreaks,"In 2022, outbreaks of mpox due to clade I occurred in refugee camps in the Republic of the Sudan.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Outbreaks,"Since 2022, there has also been an upsurge in mpox cases and deaths in the Democratic Republic of the Congo. In some areas of the country, a new offshoot of clade I, called clade Ib, has been spreading person-to-person. As of mid-2024, the clade has also been reported in other countries.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Outbreaks,"Over 120 countries have reported mpox between Jan 2022 – Aug 2024, with over 100 000 laboratory-confirmed cases reported and over 220 deaths among confirmed cases.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,Stigma and discrimination,"Stigma and discrimination for any disease are never acceptable. Stigma linked to mpox can undermine public health efforts or prolong a disease outbreak, as people may be more reluctant to come forward and seek care and treatment. For mpox, stigma, discrimination and racism have been particularly directed against communities initially most affected by the disease, namely men who have sex with men, trans people and gender diverse communities.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,WHO response,"WHO works with Member States and partners to prevent and respond to outbreaks of mpox. This includes coordinating research on vaccines and treatments, strengthening country health systems, and working to facilitate equitable access to vaccines, therapeutics, diagnostics and other tools.",https://www.who.int/news-room/fact-sheets/detail/mpox
Mpox,WHO response,"WHO Director-General Dr Tedros Adhanom Ghebreyesus has declared mpox a public health emergency of international concern (PHEIC) twice, the first time in May 2022 and the second time in August 2024.",https://www.who.int/news-room/fact-sheets/detail/mpox
Multi-drug resistant gonorrhoea,Key facts,Antimicrobial resistance in gonorrhoea has increased rapidly in recent years and has reduced the options for treatment.,https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Key facts,Eighty-two million new cases of gonorrhoea occurred in 2020.,https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Key facts,Most gonorrhoea cases in 2020 were in the WHO African Region and the Western Pacific Region.,https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Key facts,Most people affected are aged 15–49 years.,https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Overview,"Gonorrhoea is a sexually transmitted infection (STI) that remains a major
    public health concern. WHO estimates that in 2020, there were 82.4 million
    [47.7 million-130.4 million] new cases infected among adolescents and adults
    aged 15–49 years worldwide, with a global incident rate of 19 (11–29) per 1000
    women and 23 (10–43) per 1000 men. Most cases were in the WHO African Region and
    the Western Pacific Region.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Overview,"Antimicrobial resistance (AMR) inNeisseria gonorrhoeae(N.
 gonorrhoeae) appeared soon after the antimicrobial medicines started to be
    used. This has continued to expand over the past 80 years, affecting medicines
    such as tetracyclines, macrolides (including azithromycin), sulphonamides and
    trimethoprim combinations and, more recently, quinolones. In many countries,
    ciprofloxacin resistance is exceedingly high, azithromycin resistance is
    increasing and resistance or decreased susceptibility to cefixime and
    ceftriaxone continue to emerge.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Overview,"The extensively drug-resistant gonorrhoea with high-level resistance to the current recommended treatment for gonorrhoea (ceftriaxone) but also including resistance to penicillin, sulphonamides, tetracycline, fluoroquinolones and macrolides (including azithromycin) are called gonorrhoea superbugs or super gonorrhoea.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
